,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Eukaryota,GC_adj Riboviria,GC_adj Varidnaviria,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Eukaryota,gene_counts Riboviria,gene_counts Varidnaviria,gene_counts unclassified viruses,gene_countsUnclassified
1894,K10212,,,0.722,,,,,,,,6.8897,,,,,
1895,K10218,,,0.6515946422750197,,,,,,,,7.774900000000001,,,,,
1896,K10219,,,0.6796749083244237,,,,,,,,18.1052,,,,,
1897,K10220,,,0.606,,,,,,,,11.1552,,,,,
1898,K10227,,,0.618,,,,,,,,4.7691,,,,,
1899,K10228,,,0.6436710021608328,,,,,,,,25.8056,,,,,
1900,K10229,,,0.53,,,,,,,,8.218,,,,,
1901,K10232,,,0.6783805077763801,,,,,,,,22.165599999999998,,,,,
1902,K10234,,,0.618,,,,,,,,14.0667,,,,,
1903,K10240,,,0.644,,,,,,,,4.5778,,,,,
1904,K10255,,,0.5971637096173744,,,,,,,,16.2673,,,,,
1905,K10439,,,0.5986928625173715,,,,,,,,38.7366,,,,,
1906,K10532,,,0.5934875789771654,,,,,,,,16.2713,,,,,
1907,K10533,,,0.7179042241818279,,,,,0.662,,,11.3837,,,,,4.3969
1908,K10536,,,0.5523979384764722,,,,,,,,34.8014,,,,,
1909,K10545,,,0.6809999999999999,,,,,,,,14.348,,,,,
1910,K10552,,,0.64,,,,,,,,17.6662,,,,,
1911,K10553,,,0.647,,,,,,,,17.6662,,,,,
1912,K10563,,,0.6964341387405729,,,,,,,,9.5339,,,,,
1913,K10621,,,0.614,,,,,,,,8.5162,,,,,
1914,K10670,,,0.6881727272727273,,,,,,,,13.6746,,,,,
1915,K10674,,,0.6216906950220437,,,,,,,,20.7636,,,,,
1916,K10713,,,0.6472834793494798,,,,,,,,20.3612,,,,,
1917,K10716,,,0.6593306592424588,,,,,,,,12.4563,,,,,
1918,K10725,,0.345,,,,,,,,4.3783,,,,,,
1919,K10747,,,0.647,,,,,,,,9.3875,,,,,
1920,K10761,,,0.506,,,,,,,,4.1725,,,,,
1921,K10763,,,0.701,,,,,,,,4.6399,,,,,
1922,K10773,,,0.6516849276991348,,,,,,,,95.0649,,,,,
1923,K10778,,,0.6378704323870079,,,,,,,,11.1136,,,,,
1924,K10794,,,0.5530755943902159,,,,,,,,6.2869,,,,,
1925,K10804,,,0.6119855049850461,,,,,,,,29.9607,,,,,
1926,K10806,,,0.6495620900376222,,,,,,,,45.48219999999999,,,,,
1927,K10822,,,0.6606553953903987,,,,,,,,348.4448,,,,,
1928,K10843,,,0.741,,,,,,,,17.3141,,,,,
1929,K10856,,,0.6888073587597051,,,,,,,,8.5603,,,,,
1930,K10914,,,0.6063991033805991,,,,,,,,125.32780000000001,,,,,
1931,K10917,,,0.6748502459807336,,,,,,,,186.50930000000008,,,,,
1932,K10946,,0.40926078142878836,,,,,,,,10.3687,,,,,,
1933,K10947,,0.38,0.6469194942211071,,,,,0.672,,4.4022,416.29240000000004,,,,,13.9902
1934,K10979,,0.397,0.6151654372635885,,,,,0.691,,4.7271,349.18160000000006,,,,,4.5704
1935,K11065,,,0.7120000000000001,,,,,,,,7.2706,,,,,
1936,K11068,,,0.6624584472788007,,,,,,,,29.399499999999996,,,,,
1937,K11071,,,0.6199997157705807,,,,,,,,9.0515,,,,,
1938,K11105,,,0.6554741814750183,,,,,,,,15.4007,,,,,
1939,K11131,,0.39000000000000007,,,,,,,,3.8274,,,,,,
1940,K11163,,,0.684597730767846,,,,,,,,18.1936,,,,,
1941,K11173,,,0.65,,,,,,,,4.0561,,,,,
1942,K11175,,,0.6555018934254073,,,,,,,,57.60269999999999,,,,,
1943,K11178,,,0.6381765427438989,,,,,,,,36.3483,,,,,
1944,K11206,,,0.703,,,,,,,,6.3465,,,,,
1945,K11209,,,0.6006224762831429,,,,,,,,22.8403,,,,,
1946,K11212,,,0.7075205030594323,,,,,,,,59.11280000000001,,,,,
1947,K11261,,,0.5920000000000001,,,,,,,,3.1367,,,,,
1948,K11312,,,0.6940000000000001,,,,,,,,3.2298,,,,,
1949,K11358,,,0.6829999999999999,,,,,,,,9.3689,,,,,
1950,K11443,,,0.6066364523237721,,,,,,,,38.9725,,,,,
1951,K11472,,,0.7440000000000001,,,,,,,,5.7407,,,,,
1952,K11473,,,0.7092843666685902,,,,,,,,20.753899999999998,,,,,
1953,K11477,,,0.6589694279042658,,,,,0.6721955405193584,,,125.0439,,,,,10.271
1954,K11529,,,0.6318767711548394,,,,,,,,17.1021,,,,,
1955,K11530,,,0.6469841357189055,,,,,0.5969150596642424,,,17.231,,,,,7.5891
1956,K11611,,,0.7230264968169856,,,,,,,,20.8944,,,,,
1957,K11621,,,0.6930500799362894,,,,,0.56,,,14.558699999999998,,,,,5.8742
1958,K11690,,,0.6512110949288278,,,,,,,,206.03239999999994,,,,,
1959,K11719,,,0.6153820612182749,,,,,,,,12.587499999999999,,,,,
1960,K11741,,,0.6152737073689286,,,,,,,,6.641,,,,,
1961,K11744,,,0.674,,,,,,,,9.0454,,,,,
1962,K11749,,,0.648390205537404,,,,,0.687,,,201.26399999999998,,,,,4.4209
1963,K11752,,,0.6648267748601709,,,,,,,,33.3613,,,,,
1964,K11753,,,0.6601908138188604,,,,,,,,123.71820000000002,,,,,
1965,K11755,,,0.541,,,,,,,,2.4884,,,,,
1966,K11891,,,0.554231770329034,,,,,0.583,,,13.895900000000001,,,,,3.6085
1967,K11892,,,0.7129999999999999,,,,,,,,4.2722,,,,,
1968,K11893,,,0.5255774690202741,,,,,,,,13.350100000000001,,,,,
1969,K11895,,,0.5660000000000001,,,,,,,,3.9882,,,,,
1970,K11898,,,0.684,,,,,0.5114741365041587,,,1.9399,,,,,6.3477
1971,K11901,,,0.5393872850049548,,,,,,,,13.5932,,,,,
1972,K11902,,,0.526,,,,,,,,3.2161,,,,,
1973,K11903,,,0.568282855469469,,,,,,,,26.282099999999996,,,,,
1974,K11904,,,0.5258564436314643,,,,,,,,21.2283,,,,,
1975,K11909,,,0.632,,,,,,,,6.0913,,,,,
1976,K11918,,,,,,,,0.532,,,,,,,,3.5996
1977,K11939,,,0.7256627762801044,,,,,,,,44.37310000000001,,,,,
1978,K11940,,,0.5699003141451726,,,,,,,,15.016100000000002,,,,,
1979,K11960,,,0.649,,,,,,,,10.6629,,,,,
1980,K11961,,,0.6629999999999999,,,,,,,,6.3558,,,,,
1981,K11991,,,0.6557308148594342,,,,,,,,41.4792,,,,,
1982,K12132,,,0.6355753603096594,,,,,,,,196.22149999999996,,,,,
1983,K12137,,,0.675,,,,,,,,5.6764,,,,,
1984,K12140,,,0.6320312784151448,,,,,,,,44.708099999999995,,,,,
1985,K12152,,,0.645,,,,,,,,4.6844,,,,,
1986,K12234,,0.341,0.682885884636447,,,,,,,3.724,31.6308,,,,,
1987,K12262,,,0.6529229479453897,,,,,,,,17.854300000000002,,,,,
1988,K12285,,,0.725,,,,,,,,4.332,,,,,
1989,K12373,,,0.5876778432757656,,,,,,,,48.0122,,,,,
1990,K12410,,,0.6674594216081094,,,,,,,,9.2264,,,,,
1991,K12454,,,0.6809999999999999,,,,,,,,9.748,,,,,
1992,K12506,,,0.6920000000000001,,,,,,,,6.8459,,,,,
1993,K12508,,,0.641847414567441,,,,,,,,18.4411,,,,,
1994,K12510,,,0.6487841479012797,,,,,0.7120000000000001,,,108.23320000000001,,,,,5.9357
1995,K12511,,,0.6692094061567302,,,,,0.75,,,55.25970000000001,,,,,4.2166
1996,K12574,,,0.6823979354609239,,,,,,,,297.5724,,,,,
1997,K12944,,,0.539,,,,,,,,1.461,,,,,
1998,K12962,,,0.663,,,,,,,,5.3333,,,,,
1999,K12976,,,0.5704793719117461,,,,,,,,9.453,,,,,
2000,K12978,,,0.611,,,,,,,,3.5947,,,,,
2001,K12984,,,0.5843157046774257,,,,,,,,30.9469,,,,,
2002,K12992,,,0.698,,,,,,,,6.7665,,,,,
2003,K13002,,,0.5760000000000001,,,,,,,,3.2779,,,,,
2004,K13018,,,0.6960671688098433,,,,,,,,42.9076,,,,,
2005,K13028,,,0.633,,,,,,,,3.1459,,,,,
2006,K13038,,,0.7022394650606504,,,,,,,,27.3257,,,,,
2007,K13057,,,0.679,,,,,,,,9.7154,,,,,
2008,K13075,,,0.6703044096987166,,,,,,,,142.6771,,,,,
2009,K13127,,,,0.458,,,,,,,,1.8619,,,,
2010,K13256,,,0.52,,,,,0.6579999999999999,,,4.3125,,,,,7.2724
2011,K13281,,,0.7120000000000001,,,,,,,,4.7152,,,,,
2012,K13282,,,0.7066880341458899,,,,,,,,16.1174,,,,,
2013,K13283,,,0.727,,,,,,,,11.9166,,,,,
2014,K13288,,,0.6756178967506038,,,,,,,,44.65520000000001,,,,,
2015,K13292,,,0.6621918627143789,,,,,,,,145.57820000000004,,,,,
2016,K13444,,,0.6956420814900478,,,,,,,,21.459000000000003,,,,,
2017,K13483,,,0.6427592876422925,,,,,,,,18.728,,,,,
2018,K13488,,,0.617,,,,,,,,3.7981,,,,,
2019,K13527,,,0.6656727219484042,,,,,,,,83.39420000000001,,,,,
2020,K13529,,,0.664,,,,,,,,5.198,,,,,
2021,K13570,,,0.6392533026656192,,,,,,,,65.08080000000001,,,,,
2022,K13573,,,0.759,,,,,,,,10.9675,,,,,
2023,K13582,,,0.639,,,,,,,,4.853,,,,,
2024,K13583,,,0.6473331415041489,,,,,,,,37.582,,,,,
2025,K13587,,,0.575,,,,,,,,4.8347,,,,,
2026,K13588,,,0.6488104104102967,,,,,,,,10.801400000000001,,,,,
2027,K13589,,,0.591,,,,,,,,14.3585,,,,,
2028,K13592,,,0.6223279480892371,,,,,,,,9.8946,,,,,
2029,K13593,,,0.574,,,,,,,,2.1188,,,,,
2030,K13598,,,0.6624608028541404,,,,,,,,13.428999999999998,,,,,
2031,K13628,,,0.6464431752567461,,,,,,,,51.071299999999994,,,,,
2032,K13633,,,0.725,,,,,,,,10.3879,,,,,
2033,K13639,,,0.678904992544275,,,,,,,,21.5304,,,,,
2034,K13640,,,0.6873882633102999,,,,,,,,77.05710000000002,,,,,
2035,K13668,,,0.802,,,,,,,,12.0092,,,,,
2036,K13693,,,0.727,,,,,,,,8.9504,,,,,
2037,K13770,,,0.6293514918367897,,,,,,,,19.2674,,,,,
2038,K13771,,,0.5415016316550961,,,,,,,,6.700900000000001,,,,,
2039,K13775,,,0.62,,,,,,,,6.6878,,,,,
2040,K13787,,,0.760420409088685,,,,,,,,23.223399999999998,,,,,
2041,K13788,,,0.726,,,,,,,,17.0327,,,,,
2042,K13821,,,0.679,,,,,,,,6.1884,,,,,
2043,K13895,,,0.636,,,,,,,,13.2707,,,,,
2044,K13924,,,0.5364956309221729,,,,,,,,8.0544,,,,,
2045,K13953,,,0.64,,,,,,,,4.3982,,,,,
2046,K13985,,,0.6426284859129447,,,,,,,,33.853500000000004,,,,,
2047,K13992,,,0.5512876625672386,,,,,0.531,,,9.6213,,,,,2.8783
2048,K13993,,,0.6154946911633081,,,,,0.6408965636899925,,,354.4941,,,,,11.3792
2049,K13995,,,0.6601090567442812,,,,,,,,28.541500000000003,,,,,
2050,K14054,,,0.7192408203876713,,,,,,,,24.829500000000003,,,,,
2051,K14058,,,0.5882586662141575,,,,,,,,12.3229,,,,,
2052,K14059,,,0.6645308420569888,,,,,,,,27.354599999999998,,,,,
2053,K14060,,,0.6242642216928673,,,,,,,,38.0857,,,,,
2054,K14063,,,0.7020000000000001,,,,,,,,13.0871,,,,,
2055,K14083,,,0.668694352718061,,,,,,,,37.5465,,,,,
2056,K14113,,,0.701,,,,,,,,10.4583,,,,,
2057,K14136,,,0.6938105135851589,,,,,0.7020000000000001,,,15.2101,,,,,2.888
2058,K14155,,,0.644,,,,,,,,4.0984,,,,,
2059,K14160,,,0.6920000000000001,,,,,,,,5.9954,,,,,
2060,K14161,,,0.687,,,,,,,,8.3485,,,,,
2061,K14166,,,,,,,,0.7090000000000001,,,,,,,,7.6458
2062,K14189,,,0.6920000000000001,,,,,,,,4.7327,,,,,
2063,K14340,,,0.713268386883624,,,,,0.6818461336527951,,,17.2386,,,,,9.0031
2064,K14358,,,0.574,,,,,,,,4.4852,,,,,
2065,K14393,,,0.6681431334175617,,,,,,,,26.7229,,,,,
2066,K14415,,0.7099999999999999,0.6960784176523936,,,,,,,4.0469,13.749099999999999,,,,,
2067,K14445,,,0.6957266982028157,,,,,,,,16.625799999999998,,,,,
2068,K14448,,,0.633,,,,,,,,8.2774,,,,,
2069,K14449,,,0.6211600276571004,,,,,,,,14.2986,,,,,
2070,K14475,,,,,,,,0.672,,,,,,,,4.7746
2071,K14591,,,0.7245710498403309,,,,,,,,7.7109000000000005,,,,,
2072,K14652,,,0.6837472565396187,,,,,,,,21.184,,,,,
2073,K14682,,,0.675,,,,,,,,4.688,,,,,
2074,K14696,,,0.514,,,,,,,,3.362,,,,,
2075,K14731,,,0.6756904967785821,,,,,,,,42.008100000000006,,,,,
2076,K14742,,,0.7297196513128407,,,,,,,,76.6411,,,,,
2077,K14941,,,0.7070972365601057,,,,,,,,9.0247,,,,,
2078,K14956,,,0.7490000000000001,,,,,,,,11.6189,,,,,
2079,K14980,,,0.68,,,,,,,,5.6612,,,,,
2080,K14986,,,0.615,,,,,,,,5.9363,,,,,
2081,K14987,,,0.6416438954162847,,,,,,,,12.326799999999999,,,,,
2082,K14998,,,0.6967031698558388,,,,,,,,31.764200000000002,,,,,
2083,K15034,,,0.6522976311920278,,,,,,,,10.549,,,,,
2084,K15223,,,0.594,,,,,,,,8.6485,,,,,
2085,K15228,,,0.672,,,,,,,,3.8289,,,,,
2086,K15255,,,,0.3216887684853281,,,,,,,,53.7793,,,,
2087,K15256,,,0.6834022865860263,,,,,,,,33.9423,,,,,
2088,K15257,,,0.6779999999999999,,,,,,,,4.9427,,,,,
2089,K15268,,,0.737,,,,,,,,4.96,,,,,
2090,K15342,,,0.6067494699494599,,,,,,,,9.5662,,,,,
2091,K15371,,,0.6780785660955433,,,,,,,,192.1823,,,,,
2092,K15383,,,0.598,,,,,0.6456537426925131,,,2.0135,,,,,6.4597999999999995
2093,K15449,,0.339,,,,,,,,3.8015,,,,,,
2094,K15509,,,0.634,,,,,,,,9.2783,,,,,
2095,K15512,,,0.6435254268283799,,,,,,,,20.0591,,,,,
2096,K15520,,,0.6884024460945278,,,,,0.7170000000000001,,,55.8535,,,,,2.7081
2097,K15525,,,0.6424894173275625,,,,,,,,11.0061,,,,,
2098,K15532,,,0.5334335062073264,,,,,,,,14.4038,,,,,
2099,K15537,,,0.66,,,,,,,,4.1594,,,,,
2100,K15539,,,0.6405081771127019,,,,,0.6962201918367197,,,97.83439999999999,,,,,10.8533
2101,K15553,,,0.607,,,,,,,,8.5731,,,,,
2102,K15576,,,0.635,,,,,,,,8.1777,,,,,
2103,K15577,,,0.6300635256781092,,,,,,,,18.8073,,,,,
2104,K15598,,,0.677,,,,,,,,3.3262,,,,,
2105,K15633,,,0.6146423177167987,0.506,,,,,,,242.89649999999997,1.7139,,,,
2106,K15635,,,0.7286384131240942,,,,,,,,96.42039999999999,,,,,
2107,K15650,,,0.506,,,,,,,,4.4094,,,,,
2108,K15735,,,0.718,,,,,,,,12.1148,,,,,
2109,K15746,,,0.688,,,,,,,,5.357,,,,,
2110,K15761,,,0.5579999999999999,,,,,,,,2.841,,,,,
2111,K15762,,,0.597,,,,,0.6759999999999999,,,2.841,,,,,2.0094
2112,K15765,,,0.68,,,,,,,,5.4471,,,,,
2113,K15777,,,0.579,,,,,,,,2.7649,,,,,
2114,K15782,,,0.624,,,,,,,,2.9057,,,,,
2115,K15866,,,0.6139706343752246,,,,,,,,5.7991,,,,,
2116,K15876,,,0.597775085503706,,,,,,,,9.3088,,,,,
2117,K15916,,,0.726,,,,,,,,4.8357,,,,,
2118,K15923,,,0.5913707079342357,,,,,,,,23.6612,,,,,
2119,K15977,,,0.6105050304141603,,,,,0.524,,,83.825,,,,,3.2283
2120,K16025,,,0.406,,,,,,,,4.0602,,,,,
2121,K16044,,,0.754,,,,,,,,10.7382,,,,,
2122,K16079,,,0.6202470538148943,,,,,0.621,,,66.66329999999999,,,,,4.3416
2123,K16080,,,0.616,,,,,,,,6.1736,,,,,
2124,K16137,,,0.618601579705506,,,,,,,,70.4743,,,,,
2125,K16147,,,0.6309930375649411,,,,,,,,78.0192,,,,,
2126,K16148,,,0.53,,,,,,,,6.4216,,,,,
2127,K16163,,,0.6890205995495461,,,,,,,,7.4734,,,,,
2128,K16168,,,0.6525767102895927,,,,,,,,9.898299999999999,,,,,
2129,K16203,,,0.685,,,,,,,,12.398,,,,,
2130,K16211,,,0.6459999999999999,,,,,,,,12.1322,,,,,
2131,K16212,,,0.51,,,,,,,,3.8065,,,,,
2132,K16238,,,0.691,,,,,,,,13.1494,,,,,
2133,K16244,,,0.561,,,,,,,,3.0205,,,,,
2134,K16264,,,0.664,,,,,,,,10.3333,,,,,
2135,K16267,,,0.659,,,,,,,,4.5904,,,,,
2136,K16320,,,0.628,,,,,,,,6.0489,,,,,
2137,K16348,,,,,,,,0.6670000000000001,,,,,,,,3.097
2138,K16363,,,0.43299999999999994,,,,,,,,2.3094,,,,,
2139,K16639,,,0.612,,,,,,,,4.5497,,,,,
2140,K16645,,,,0.614,,,,,,,,4.0875,,,,
2141,K16652,,,0.7354400639663188,,,,,,,,14.0927,,,,,
2142,K16653,,,0.743,,,,,,,,7.7137,,,,,
2143,K16840,,,0.6848943195658865,,,,,,,,10.3246,,,,,
2144,K16841,,,0.615660034787454,,,,,,,,19.4456,,,,,
2145,K16842,,,0.6604751780712942,,,,,,,,17.9223,,,,,
2146,K16868,,,0.6940000000000002,,,,,,,,5.8985,,,,,
2147,K16870,,,0.753,,,,,,,,13.2436,,,,,
2148,K16874,,,0.655,,,,,,,,12.6718,,,,,
2149,K16899,,,0.647,,,,,,,,4.0337,,,,,
2150,K16927,,,0.7297574285196947,,,,,,,,24.606399999999997,,,,,
2151,K16937,,,0.6855702316894695,,,,,,,,13.0684,,,,,
2152,K16969,,,0.5720000000000001,,,,,,,,3.7444,,,,,
2153,K17103,,,0.611171911148653,,,,,,,,86.60730000000001,,,,,
2154,K17104,,0.383,,,,,,,,4.4714,,,,,,
2155,K17218,,,0.598,,,,,,,,4.125,,,,,
2156,K17222,,,0.6592378100923616,,,,,,,,11.0295,,,,,
2157,K17223,,,0.6609999999999999,,,,,,,,6.9899,,,,,
2158,K17225,,,0.759,,,,,,,,14.6209,,,,,
2159,K17226,,,0.6357841502255593,,,,,,,,19.234699999999997,,,,,
2160,K17227,,,0.609,,,,,,,,7.4161,,,,,
2161,K17229,,,0.6688386225006181,,,,,,,,15.2957,,,,,
2162,K17230,,,0.6222726811696129,,,,,,,,14.4353,,,,,
2163,K17231,,,0.5799983713459479,,,,,,,,7.3936,,,,,
2164,K17247,,,0.6365875204210808,,,,,,,,34.9379,,,,,
2165,K17285,,,0.6300094587403942,,,,,,,,64.4414,,,,,
2166,K17315,,,0.659,,,,,,,,6.8213,,,,,
2167,K17317,,,0.62,,,,,,,,7.0355,,,,,
2168,K17323,,,0.625,,,,,,,,17.4427,,,,,
2169,K17329,,,0.634,,,,,,,,19.5163,,,,,
2170,K17330,,,0.636,,,,,,,,18.8444,,,,,
2171,K17331,,,0.6356454175110277,,,,,,,,32.5248,,,,,
2172,K17472,,,0.698,,,,,,,,8.7678,,,,,
2173,K17662,,,0.6380452590485013,,,,,,,,9.546,,,,,
2174,K17675,,,0.6720332975276905,,,,,,,,25.7929,,,,,
2175,K17733,,,0.5258192242622544,,,,,0.608,,,8.2278,,,,,4.0169
2176,K17752,,,0.6678553668729474,,,,,,,,26.0172,,,,,
2177,K17762,,,0.6711252509761654,,,,,,,,21.9411,,,,,
2178,K17763,,,0.6878461955611423,,,,,,,,50.9384,,,,,
2179,K17810,,,0.7277551894877129,,,,,,,,17.767699999999998,,,,,
2180,K17828,,,0.6680171490156879,,,,,,,,22.793599999999998,,,,,
2181,K17836,,,0.5468548923734434,,,,,,,,16.7721,,,,,
2182,K17840,,,0.672582426551968,,,,,,,,8.937999999999999,,,,,
2183,K17865,,,0.6797313183274029,,,,,,,,24.139599999999998,,,,,
2184,K17880,,,0.679,,,,,,,,3.3,,,,,
2185,K18013,,,0.6486086317293668,,,,,,,,137.35229999999999,,,,,
2186,K18014,,,0.6832299567822222,,,,,,,,8.8759,,,,,
2187,K18029,,,0.669289520559372,,,,,,,,17.6116,,,,,
2188,K18068,,,0.6435607103024492,,,,,,,,20.6528,,,,,
2189,K18162,,,0.685,,,,,,,,6.8141,,,,,
2190,K18173,,,0.532,,,,,,,,6.4595,,,,,
2191,K18189,,,0.6866458502991571,,,,,,,,161.1214,,,,,
2192,K18197,,,0.6263642336945908,,,,,,,,17.5663,,,,,
2193,K18199,,,0.678072300363859,,,,,,,,74.64720000000001,,,,,
2194,K18226,,,0.6409999999999999,,,,,,,,5.9751,,,,,
2195,K18235,,,0.6300151313647355,,,,,,,,29.042400000000004,,,,,
2196,K18290,,,0.6419473805287887,,,,,,,,65.3776,,,,,
2197,K18294,,,0.7124788848271061,,,,,0.71,,,17.1686,,,,,8.3139
2198,K18301,,,0.708,,,,,,,,5.2868,,,,,
2199,K18335,,,0.5900634889712242,,,,,,,,12.0304,,,,,
2200,K18336,,,0.612,,,,,,,,8.6629,,,,,
2201,K18346,,,0.6887417498203638,,,,,,,,55.7224,,,,,
2202,K18351,,,0.6972193607547135,,,,,,,,33.9587,,,,,
2203,K18446,,,0.6586076744551483,,,,,,,,44.034600000000005,,,,,
2204,K18456,,,0.7390000000000001,,,,,,,,13.1649,,,,,
2205,K18476,,,0.697736731221829,,,,,0.6579999999999999,,,269.0753,,,,,5.7773
2206,K18480,,,0.674,,,,,,,,2.5645,,,,,
2207,K18481,,,0.584,,,,,,,,2.5645,,,,,
2208,K18554,,,0.6629999999999999,,,,,,,,2.726,,,,,
2209,K18578,,,0.5961744903910121,,,,,,,,6.195600000000001,,,,,
2210,K18581,,,0.5396027383215232,,,,,,,,6.3827,,,,,
2211,K18588,,,0.6258121201422339,,,,,,,,17.0395,,,,,
2212,K18622,,,0.6252472834575594,,,,,,,,11.5733,,,,,
2213,K18672,,,0.6086345126207944,,,,,,,,64.8784,,,,,
2214,K18676,,,0.6729999999999999,,,,,,,,4.0415,,,,,
2215,K18682,,,0.6793446750764346,,,,,,,,195.447,,,,,
2216,K18691,,,0.606350165543313,,,,,,,,15.2629,,,,,
2217,K18700,,0.564,0.6559647087931991,,,,,,,1.8125,27.136400000000002,,,,,
2218,K18707,,,0.6559999999999999,,,,,,,,9.7743,,,,,
2219,K18802,,,0.6315397840389665,,,,,,,,11.19,,,,,
2220,K18817,,,0.589,,,,,,,,3.9479,,,,,
2221,K18827,,,0.7107789015399049,,,,,,,,16.5219,,,,,
2222,K18828,,,0.5622820581178354,,,,,,,,8.3356,,,,,
2223,K18829,,,0.5820000000000001,,,,,,,,5.174,,,,,
2224,K18831,,,0.5536055608463868,,,,,0.552,,,12.3291,,,,,4.0847
2225,K18843,,,0.6527678530625539,,,,,0.6492340727628427,,,36.6354,,,,,7.4331000000000005
2226,K18850,,,0.6308762525318372,,,,,,,,6.4669,,,,,
2227,K18851,,,0.6925794874402024,,,,,,,,16.5852,,,,,
2228,K18853,,,0.5589999999999999,,,,,,,,5.3804,,,,,
2229,K18897,,,0.68,,,,,,,,7.5426,,,,,
2230,K18910,,,0.6559999999999999,,,,,,,,2.9602,,,,,
2231,K18912,,,0.515,,,,,,,,2.9951,,,,,
2232,K18918,,,0.6609999999999998,,,,,,,,4.0194,,,,,
2233,K18954,,,0.604,,,,,,,,4.0275,,,,,
2234,K18955,,,0.7172338657610126,,,,,,,,101.05040000000001,,,,,
2235,K18958,,,0.7151178605624937,,,,,,,,33.8752,,,,,
2236,K18979,,,0.6657334714194346,,,,,,,,76.04539999999999,,,,,
2237,K18997,,,0.6681319998026021,,,,,,,,26.2566,,,,,
2238,K19055,,,0.6284846281519041,,,,,0.685,,,40.7715,,,,,8.0938
2239,K19058,,,,,,,,0.5966066597211032,,,,,,,,8.2616
2240,K19092,,,0.5203731123098537,,,,,0.5529999999999999,,,12.739899999999999,,,,,2.1091
2241,K19113,,,0.561,,,,,,,,4.3273,,,,,
2242,K19156,,,0.6084532609764531,,,,,,,,16.4192,,,,,
2243,K19158,,,0.5789458115340174,,,,,,,,5.5403,,,,,
2244,K19159,,,0.6037754321058008,,,,,,,,5.5403,,,,,
2245,K19165,,,0.6282134296953619,,,,,,,,10.0467,,,,,
2246,K19166,,,0.5110374603003136,,,,,,,,15.7295,,,,,
2247,K19168,,,0.6990000000000001,,,,,,,,6.3435,,,,,
2248,K19170,,,0.624,,,,,,,,1.7518,,,,,
2249,K19200,,,0.648,,,,,,,,8.0929,,,,,
2250,K19221,,,0.6850526980063746,,,,,,,,31.328,,,,,
2251,K19222,,,0.6849362296006658,,,,,0.7140000000000001,,,78.99839999999999,,,,,4.5815
2252,K19225,,,0.7069526866794021,,,,,,,,22.9542,,,,,
2253,K19244,,,0.718,,,,,,,,5.0377,,,,,
2254,K19265,,,0.634,,,,,,,,4.4373,,,,,
2255,K19267,,0.37,0.6551683055168301,,,,,,,3.2523,162.7292,,,,,
2256,K19271,,,0.6137557509110548,,,,,,,,10.001100000000001,,,,,
2257,K19294,,,0.5597961615742457,,,,,,,,12.1725,,,,,
2258,K19302,,,0.6555456681684417,,,,,,,,33.3239,,,,,
2259,K19304,,,0.62,,,,,,,,10.1556,,,,,
2260,K19355,,,0.6200470300361891,,,,,,,,6.6732,,,,,
2261,K19405,,,0.5412355133658494,,,,,,,,30.574200000000005,,,,,
2262,K19411,,,0.5665524861632704,,,,,,,,20.6815,,,,,
2263,K19416,,,0.643,,,,,,,,5.3164,,,,,
2264,K19545,,,0.642,,,,,,,,8.1836,,,,,
2265,K19591,,,0.638,,,,,,,,4.155,,,,,
2266,K19620,,,0.53,,,,,,,,4.215,,,,,
2267,K19670,,,0.6056285005912474,,,,,,,,12.0303,,,,,
2268,K19686,,,0.6408377552112406,,,,,,,,7.9782,,,,,
2269,K19687,,,0.525,,,,,,,,2.7366,,,,,
2270,K19689,,,0.6480765820820653,,,,,,,,93.569,,,,,
2271,K19710,,0.688,0.6795129508617027,,,,,,,5.3351,63.491600000000005,,,,,
2272,K19713,,,0.6343501278108863,,,,,,,,11.6949,,,,,
2273,K19745,,,0.6423161558046295,,,,,,,,16.9566,,,,,
2274,K19761,,,0.638,,,,,,,,5.5872,,,,,
2275,K19784,,,0.6730787215058942,,,,,,,,47.9399,,,,,
2276,K19804,,,0.6361455834488887,,,,,,,,6.3959,,,,,
2277,K19966,,,0.647,,,,,,,,7.2308,,,,,
2278,K20036,,,0.695,,,,,,,,7.1542,,,,,
2279,K20074,,,0.6502794781996694,,,,,,,,96.2576,,,,,
2280,K20265,,,0.6610387865162016,,,,,,,,26.0402,,,,,
2281,K20444,,,0.536,,,,,,,,3.3848,,,,,
2282,K20468,,,0.635,,,,,,,,2.9827,,,,,
2283,K20469,,,0.6809999999999999,,,,,,,,4.9322,,,,,
2284,K20477,,,,0.519,,,,,,,,2.1727,,,,
2285,K20483,,,0.7176783424141786,,,,,,,,13.5231,,,,,
2286,K20484,,,0.724301067280152,,,,,,,,15.584900000000001,,,,,
2287,K20523,,,0.6150736261289078,,,,,,,,24.787399999999998,,,,,
2288,K20528,,,0.607,,,,,,,,1.9379,,,,,
2289,K20532,,,0.652,,,,,,,,2.4094,,,,,
2290,K20534,,,0.643,,,,,,,,3.9636,,,,,
2291,K20628,,,0.6459999999999999,,,,,,,,4.0196,,,,,
2292,K20798,,,0.643,,,,,,,,2.4619,,,,,
